Ticker,Short Name,  Market Cap  ,, Exchange ,,GICS Sector Name
LEA US Equity,LEAR CORP,"8,372,289,536",,New York,,Consumer Discretionary
CNCO US Equity,CENCOSUD - ADR,"8,347,536,384",,New York,,Consumer Staples
SHI US Equity,SINOPEC SHA-ADR,"8,346,308,096",,New York,,Materials
ANSS US Equity,ANSYS INC,"8,343,305,216",,NASDAQ GS,,Information Technology
KORS US Equity,MICHAEL KORS HOL,"8,317,043,712",,New York,,Consumer Discretionary
UNM US Equity,UNUM GROUP,"8,311,050,240",,New York,,Financials
EEP US Equity,ENBRIDGE ENERGY,"8,302,688,256",,New York,,Energy
Y US Equity,ALLEGHANY CORP,"8,300,603,904",,New York,,Financials
CMA US Equity,COMERICA INC,"8,274,284,544",,New York,,Financials
VIPS US Equity,VIPSHOP HOLDINGS,"8,265,446,400",,New York,,Consumer Discretionary
SNI US Equity,SCRIPPS NET-CL A,"8,237,092,352",,NASDAQ GS,,Consumer Discretionary
KT US Equity,KT CORP-ADR,"8,235,466,240",,New York,,Telecommunication Services
RJF US Equity,RAYMOND JAMES,"8,230,433,280",,New York,,Financials
MELI US Equity,MERCADOLIBRE INC,"8,220,330,496",,NASDAQ GS,,Information Technology
FFIV US Equity,F5 NETWORKS,"8,202,092,544",,NASDAQ GS,,Information Technology
TFX US Equity,TELEFLEX INC,"8,172,709,376",,New York,,Health Care
NWSA US Equity,NEWS CORP-CL A,"8,149,433,856",,NASDAQ GS,,Consumer Discretionary
NWS US Equity,NEWS CORP-CL B,"8,149,433,856",,NASDAQ GS,,Consumer Discretionary
MBT US Equity,MOBILE TELES-ADR,"8,133,412,864",,New York,,Telecommunication Services
WGP US Equity,WESTERN GAS EQUI,"8,126,395,904",,New York,,Energy
NCLH US Equity,NORWEGIAN CRUISE,"8,087,548,928",,NASDAQ GS,,Consumer Discretionary
RE US Equity,EVEREST RE GROUP,"8,068,928,512",,New York,,Financials
AES US Equity,AES CORP,"8,060,664,320",,New York,,Utilities
UGI US Equity,UGI CORP,"8,005,705,216",,New York,,Utilities
RDY US Equity,DR REDDY'S-ADR,"8,005,155,840",,New York,,Health Care
SABR US Equity,SABRE CORP,"7,977,826,816",,NASDAQ GS,,Information Technology
AR US Equity,ANTERO RESOURCES,"7,962,312,192",,New York,,Energy
RAD US Equity,RITE AID CORP,"7,961,621,504",,New York,,Consumer Staples
SPB US Equity,SPECTRUM BRANDS,"7,927,544,320",,New York,,Consumer Staples
SPLK US Equity,SPLUNK INC,"7,891,735,552",,NASDAQ GS,,Information Technology
DRI US Equity,DARDEN RESTAURAN,"7,867,026,432",,New York,,Consumer Discretionary
ACH US Equity,ALUMINUM COR-ADR,"7,834,105,344",,New York,,Materials
CPT US Equity,CAMDEN PROP TR,"7,831,257,600",,New York,,Real Estate
WR US Equity,WESTAR ENERGY IN,"7,831,089,152",,New York,,Utilities
KSS US Equity,KOHLS CORP,"7,817,685,504",,New York,,Consumer Discretionary
GT US Equity,GOODYEAR TIRE,"7,802,580,480",,NASDAQ GS,,Consumer Discretionary
MNK US Equity,MALLINCKRODT,"7,800,598,528",,New York,,Health Care
HII US Equity,HUNTINGTON INGAL,"7,800,166,400",,New York,,Industrials
TMK US Equity,TORCHMARK CORP,"7,794,533,376",,New York,,Financials
NI US Equity,NISOURCE INC,"7,774,332,416",,New York,,Utilities
WYN US Equity,WYNDHAM WORLDWID,"7,768,161,280",,New York,,Consumer Discretionary
VEDL US Equity,VEDANTA LTD-ADR,"7,730,440,704",,New York,,Materials
DXCM US Equity,DEXCOM,"7,724,842,496",,NASDAQ GS,,Health Care
APO US Equity,APOLLO GLOBAL,"7,701,039,104",,New York,,Financials
ATO US Equity,ATMOS ENERGY,"7,681,626,112",,New York,,Utilities
ALGN US Equity,ALIGN TECHNOLOGY,"7,666,860,544",,NASDAQ GS,,Health Care
CCK US Equity,CROWN HOLDINGS I,"7,658,443,776",,New York,,Materials
VIP US Equity,VIMPELCOM LT-ADR,"7,608,169,984",,NASDAQ GS,,Telecommunication Services
CDNS US Equity,CADENCE DESIGN,"7,574,503,424",,NASDAQ GS,,Information Technology
AMG US Equity,AFFIL MANAGERS,"7,566,328,832",,New York,,Financials
IT US Equity,GARTNER INC,"7,554,102,272",,New York,,Information Technology
FANG US Equity,DIAMONDBACK ENER,"7,520,979,968",,NASDAQ GS,,Energy
BWA US Equity,BORGWARNER INC,"7,520,729,088",,New York,,Consumer Discretionary
PKG US Equity,PACKAGING CORP,"7,507,356,160",,New York,,Materials
AER US Equity,AERCAP HOLDINGS,"7,486,706,688",,New York,,Industrials
NYCB US Equity,NY COMM BANCORP,"7,481,362,944",,New York,,Financials
CPL US Equity,CPFL ENERGIA-ADR,"7,476,583,936",,New York,,Utilities
NNN US Equity,NATIONAL RETAIL,"7,470,693,376",,New York,,Real Estate
TKC US Equity,TURKCELL ILE-ADR,"7,453,599,744",,New York,,Telecommunication Services
SEIC US Equity,SEI INVESTMENTS,"7,419,389,952",,NASDAQ GS,,Financials
MIDD US Equity,MIDDLEBY CORP,"7,407,669,248",,NASDAQ GS,,Industrials
FDS US Equity,FACTSET RESEARCH,"7,379,074,560",,New York,,Financials
HDS US Equity,HD SUPPLY HOLDIN,"7,378,448,896",,NASDAQ GS,,Industrials
QRVO US Equity,QORVO INC,"7,366,831,104",,NASDAQ GS,,Information Technology
RPM US Equity,RPM INTL INC,"7,364,579,328",,New York,,Materials
CIT US Equity,CIT GROUP INC,"7,348,471,808",,New York,,Financials
ASH US Equity,ASHLAND INC,"7,348,392,448",,New York,,Materials
TRGP US Equity,TARGA RESOURCES,"7,343,404,544",,New York,,Energy
JAZZ US Equity,JAZZ PHARMACEUTI,"7,314,700,288",,NASDAQ GS,,Health Care
CDW US Equity,CDW CORP/DE,"7,311,567,872",,NASDAQ GS,,Information Technology
DPZ US Equity,DOMINO'S PIZZA,"7,286,908,416",,New York,,Consumer Discretionary
JHX US Equity,JAMES HARDIE-ADR,"7,285,587,968",,New York,,Materials
SQM US Equity,QUIMICA Y-SP ADR,"7,273,153,024",,New York,,Materials
FLR US Equity,FLUOR CORP,"7,260,409,856",,New York,,Industrials
ETFC US Equity,E*TRADE FINANCIA,"7,247,184,896",,NASDAQ GS,,Financials
MAA US Equity,MID-AMERICA APAR,"7,238,431,232",,New York,,Real Estate
FLEX US Equity,FLEXTRONICS INTL,"7,232,911,872",,NASDAQ GS,,Information Technology
WRB US Equity,WR BERKLEY CORP,"7,220,473,856",,New York,,Financials
WES US Equity,WESTERN GAS PART,"7,210,764,800",,New York,,Energy
PE US Equity,PARSLEY ENERGY-A,"7,199,355,904",,New York,,Energy
YNDX US Equity,YANDEX NV-A,"7,185,632,768",,NASDAQ GS,,Information Technology
AIV US Equity,APARTMENT INVEST,"7,176,028,160",,New York,,Real Estate
PHM US Equity,PULTEGROUP INC,"7,174,785,024",,New York,,Consumer Discretionary
IEX US Equity,IDEX CORP,"7,158,586,880",,New York,,Industrials
SRCL US Equity,STERICYCLE INC,"7,156,281,344",,NASDAQ GS,,Industrials
MHG US Equity,MARINE HARVE-ADR,"7,151,861,248",,New York,,Consumer Staples
BBBY US Equity,BED BATH &BEYOND,"7,134,609,408",,NASDAQ GS,,Consumer Discretionary
ZAYO US Equity,ZAYO GROUP HOLDI,"7,121,762,816",,New York,,Telecommunication Services
H US Equity,HYATT HOTELS-A,"7,094,681,600",,New York,,Consumer Discretionary
LII US Equity,LENNOX INTL INC,"7,093,002,752",,New York,,Industrials
OHI US Equity,OMEGA HEALTHCARE,"7,085,763,072",,New York,,Real Estate
GLPI US Equity,GAMING AND LEISU,"7,070,546,944",,NASDAQ GS,,Real Estate
URI US Equity,UNITED RENTALS,"7,061,758,464",,New York,,Industrials
PAGP US Equity,PLAINS GP HOLD-A,"7,057,735,680",,New York,,Energy
WPC US Equity,WP CAREY INC,"7,033,407,488",,New York,,Real Estate
ITC US Equity,ITC HOLDINGS COR,"7,029,041,152",,New York,,Utilities
IEP US Equity,ICAHN ENTERPRISE,"7,025,532,928",,NASDAQ GS,,Industrials
JKHY US Equity,JACK HENRY,"6,984,985,600",,NASDAQ GS,,Information Technology
AU US Equity,ANGLOGOLD AS-ADR,"6,982,075,904",,New York,,Materials
CSGP US Equity,COSTAR GROUP INC,"6,946,012,672",,NASDAQ GS,,Information Technology
AVY US Equity,AVERY DENNISON,"6,943,292,416",,New York,,Materials
ALLE US Equity,ALLEGION PLC,"6,942,053,376",,New York,,Industrials
MPEL US Equity,MELCO CROWN-ADR,"6,941,649,920",,NASDAQ GS,,Consumer Discretionary
RGA US Equity,REINSURANCE GROU,"6,933,198,848",,New York,,Financials
LEG US Equity,LEGGETT & PLATT,"6,929,536,512",,New York,,Consumer Discretionary
DDR US Equity,DDR CORP,"6,929,147,904",,New York,,Real Estate
AXTA US Equity,AXALTA COATING S,"6,927,604,736",,New York,,Materials
WAB US Equity,WABTEC CORP,"6,908,639,744",,New York,,Industrials
CSC US Equity,COMPUTER SCIENCE,"6,892,160,512",,New York,,Information Technology
RRC US Equity,RANGE RESOURCES,"6,883,556,864",,New York,,Energy
SWN US Equity,SOUTHWESTRN ENGY,"6,873,835,520",,New York,,Energy
LUK US Equity,LEUCADIA NATL,"6,858,262,016",,New York,,Financials
ALKS US Equity,ALKERMES PLC,"6,838,238,208",,NASDAQ GS,,Health Care
TRMB US Equity,TRIMBLE NAVIG,"6,834,867,712",,NASDAQ GS,,Information Technology
YPF US Equity,YPF SA-ADR,"6,827,910,144",,New York,,Energy
OAK US Equity,OAKTREE CAPITAL,"6,827,368,960",,New York,,Financials
UHAL US Equity,AMERCO,"6,818,412,032",,NASDAQ GS,,Industrials
WUBA US Equity,58.COM-ADR,"6,798,422,016",,New York,,Information Technology
CSL US Equity,CARLISLE COS INC,"6,781,609,984",,New York,,Industrials
WLK US Equity,WESTLAKE CHEMICA,"6,772,715,520",,New York,,Materials
EQGP US Equity,EQT GP HOLDINGS,"6,752,606,208",,New York,,Energy
SSNC US Equity,SS&C TECHNOLOGIE,"6,740,127,744",,NASDAQ GS,,Information Technology
WF US Equity,WOORI BANK - ADR,"6,732,959,744",,New York,,Financials
ELS US Equity,EQUITY LIFESTYLE,"6,726,513,664",,New York,,Real Estate
MIC US Equity,MACQUARIE INFRAS,"6,691,645,440",,New York,,Industrials
KRC US Equity,KILROY REALTY,"6,679,339,008",,New York,,Real Estate
DKS US Equity,DICK'S SPORTING,"6,665,259,008",,New York,,Consumer Discretionary
ACC US Equity,AMERICAN CAMPUS,"6,651,195,392",,New York,,Real Estate
MRVL US Equity,MARVELL TECH GRP,"6,650,712,064",,NASDAQ GS,,Information Technology
STM US Equity,STMICROELECTR-NY,"6,640,977,920",,New York,,Information Technology
EDU US Equity,NEW ORIENTAL-ADR,"6,613,128,704",,New York,,Consumer Discretionary
NVR US Equity,NVR INC,"6,607,548,416",,New York,,Consumer Discretionary
ST US Equity,SENSATA TECHNOLO,"6,541,151,744",,New York,,Industrials
YZC US Equity,YANZHOU COAL-ADR,"6,535,044,608",,New York,,Energy
AFG US Equity,AMER FINL GROUP,"6,523,091,968",,New York,,Financials
TEAM US Equity,ATLASSIAN CORP-A,"6,512,389,632",,NASDAQ GS,,Information Technology
HP US Equity,HELMERICH & PAYN,"6,504,501,248",,New York,,Energy
MKTX US Equity,MARKETAXESS,"6,492,239,360",,NASDAQ GS,,Financials
SBS US Equity,SABESP-ADR,"6,486,508,544",,New York,,Utilities
SBNY US Equity,SIGNATURE BANK,"6,483,150,848",,NASDAQ GS,,Financials
AGNC US Equity,AMERICAN CAPITAL,"6,478,571,520",,NASDAQ GS,,Financials
EQM US Equity,EQT MIDSTREAM PA,"6,466,012,672",,New York,,Energy
SRC US Equity,SPIRIT REALTY,"6,394,108,928",,New York,,Real Estate
OC US Equity,OWENS CORNING,"6,370,938,880",,New York,,Industrials
FTNT US Equity,FORTINET INC,"6,360,092,672",,NASDAQ GS,,Information Technology
FLS US Equity,FLOWSERVE CORP,"6,358,630,912",,New York,,Industrials
FMC US Equity,FMC CORP,"6,357,274,112",,New York,,Materials
ZION US Equity,ZIONS BANCORP,"6,352,283,648",,NASDAQ GS,,Financials
ROL US Equity,ROLLINS INC,"6,350,351,872",,New York,,Industrials
JEC US Equity,JACOBS ENGIN GRP,"6,344,623,104",,New York,,Industrials
ENLK US Equity,ENLINK MIDSTREAM,"6,333,926,400",,New York,,Energy
SGEN US Equity,SEATTLE GENETICS,"6,292,326,912",,NASDAQ GS,,Health Care
TSU US Equity,TIM PARTICIP-ADR,"6,285,000,192",,New York,,Telecommunication Services
FTI US Equity,FMC TECHNOLOGIES,"6,281,446,400",,New York,,Energy
FCE/B US Equity,FOREST CITY RE-B,"6,262,909,440",,New York,,Real Estate
FCE/A US Equity,FOREST CITY RE-A,"6,262,909,440",,New York,,Real Estate
OGE US Equity,OGE ENERGY CORP,"6,262,655,488",,New York,,Utilities
Z US Equity,ZILLOW GRO-C,"6,252,639,744",,NASDAQ GS,,Information Technology
ZG US Equity,ZILLOW GROUP I-A,"6,252,639,744",,NASDAQ GS,,Information Technology
EOCC US Equity,ENDESA-ADR (CHL),"6,236,067,328",,New York,,Utilities
MD US Equity,MEDNAX INC,"6,228,605,440",,New York,,Health Care
QGEN US Equity,QIAGEN NV,"6,204,943,872",,NASDAQ GS,,Health Care
SIG US Equity,SIGNET JEWELERS,"6,198,823,936",,New York,,Consumer Discretionary
ULTI US Equity,ULTIMATE SOFTWAR,"6,169,876,992",,NASDAQ GS,,Information Technology
LDOS US Equity,LEIDOS HOLDINGS,"6,166,872,064",,New York,,Information Technology
WST US Equity,WEST PHARMACEUT,"6,152,508,416",,New York,,Health Care
LAMR US Equity,LAMAR ADVERTIS-A,"6,137,942,528",,NASDAQ GS,,Real Estate
LPT US Equity,LIBERTY PROP,"6,136,585,216",,New York,,Real Estate
TYL US Equity,TYLER TECHNOLOG,"6,136,439,808",,New York,,Information Technology
TRU US Equity,TRANSUNION,"6,134,088,704",,New York,,Industrials
STE US Equity,STERIS PLC,"6,116,553,216",,New York,,Health Care
BKFS US Equity,BLACK KNIGHT F-A,"6,084,488,192",,New York,,Information Technology
PF US Equity,PINNACLE FOODS I,"6,069,826,560",,New York,,Consumer Staples
CF US Equity,CF INDUSTRIES HO,"6,047,389,696",,New York,,Materials
HUBB US Equity,HUBBELL INC,"6,019,738,624",,New York,,Industrials
ENBL US Equity,ENABLE MIDSTREAM,"6,018,018,816",,New York,,Energy
WBC US Equity,WABCO HOLDINGS,"6,005,556,224",,New York,,Industrials
HAR US Equity,HARMAN INTL,"6,000,644,608",,New York,,Consumer Discretionary
BURL US Equity,BURLINGTON STORE,"5,991,852,544",,New York,,Consumer Discretionary
PPC US Equity,PILGRIM'S PRIDE,"5,991,275,520",,NASDAQ GS,,Consumer Staples
POST US Equity,POST HOLDINGS IN,"5,986,313,216",,New York,,Consumer Staples
AMD US Equity,ADV MICRO DEVICE,"5,974,639,104",,NASDAQ CM,,Information Technology
ARW US Equity,ARROW ELECTRONIC,"5,954,192,896",,New York,,Information Technology
SPR US Equity,SPIRIT AEROSYS-A,"5,953,098,752",,New York,,Industrials
ALNY US Equity,ALNYLAM PHARMACE,"5,929,573,376",,NASDAQ GS,,Health Care
STLD US Equity,STEEL DYNAMICS,"5,928,274,944",,NASDAQ GS,,Materials
KAR US Equity,KAR AUCTION SERV,"5,896,870,400",,New York,,Industrials
ODFL US Equity,OLD DOMINION FRT,"5,874,223,616",,NASDAQ GS,,Industrials
PKI US Equity,PERKINELMER INC,"5,848,628,736",,New York,,Health Care
MTN US Equity,VAIL RESORTS,"5,836,052,480",,New York,,Consumer Discretionary
WOOF US Equity,VCA INC,"5,819,111,936",,NASDAQ GS,,Health Care
SIVB US Equity,SVB FINANCIAL GR,"5,811,553,792",,NASDAQ GS,,Financials
VOYA US Equity,VOYA FINANCIAL I,"5,808,701,952",,New York,,Financials
EGN US Equity,ENERGEN CORP,"5,771,778,560",,New York,,Energy
COMM US Equity,COMMSCOPE HOLDIN,"5,754,108,928",,NASDAQ GS,,Information Technology
DEI US Equity,DOUGLAS EMMETT,"5,742,346,752",,New York,,Real Estate
NDSN US Equity,NORDSON CORP,"5,737,610,752",,NASDAQ GS,,Industrials
SINA US Equity,SINA CORP,"5,720,182,272",,NASDAQ GS,,Information Technology
HLF US Equity,HERBALIFE LTD,"5,699,801,600",,New York,,Consumer Staples
LVNTB US Equity,LIBERTY VENTUR-B,"5,677,338,112",,NASDAQ GS,,Consumer Discretionary
LVNTA US Equity,LIBERTY VENTUR-A,"5,677,338,112",,NASDAQ GS,,Consumer Discretionary
PAC US Equity,GRUPO AEROPO-ADR,"5,669,466,112",,New York,,Industrials
CPRT US Equity,COPART INC,"5,652,881,408",,NASDAQ GS,,Industrials
ANET US Equity,ARISTA NETWORKS,"5,640,545,280",,New York,,Information Technology
BERY US Equity,BERRY PLASTICS G,"5,589,952,000",,New York,,Materials
CBOE US Equity,CBOE HOLDINGS IN,"5,570,482,176",,NASDAQ GS,,Financials
SPLS US Equity,STAPLES INC,"5,567,624,704",,NASDAQ GS,,Consumer Discretionary
GRA US Equity,WR GRACE & CO,"5,548,697,600",,New York,,Materials
MGP US Equity,MGM GROWTH PRO-A,"5,525,095,936",,New York,,Real Estate
STWD US Equity,STARWOOD PROPERT,"5,510,819,840",,New York,,Financials
LYV US Equity,LIVE NATION ENTE,"5,497,515,008",,New York,,Consumer Discretionary
WTR US Equity,AQUA AMERICA INC,"5,493,682,176",,New York,,Utilities
VEEV US Equity,VEEVA SYSTEMS-A,"5,490,304,512",,New York,,Health Care
SHLX US Equity,SHELL MIDSTREAM,"5,480,882,176",,New York,,Energy
USFD US Equity,US FOODS HOLDING,"5,460,066,304",,New York,,Consumer Staples
SNH US Equity,SENIOR HOUSING,"5,443,134,464",,NASDAQ GS,,Real Estate
AIZ US Equity,ASSURANT INC,"5,432,848,896",,New York,,Financials
ARRS US Equity,ARRIS INTERNATIO,"5,424,706,048",,NASDAQ GS,,Information Technology
ERIE US Equity,ERIE INDEMNITY-A,"5,421,936,640",,NASDAQ GS,,Financials
TARO US Equity,TARO PHARM INDUS,"5,412,840,960",,New York,,Health Care
JLL US Equity,JONES LANG LASAL,"5,398,487,552",,New York,,Real Estate
EWBC US Equity,EAST WEST BNCRP,"5,398,104,064",,NASDAQ GS,,Financials
BAK US Equity,BRASKEM SA-ADR,"5,391,389,696",,New York,,Materials
PII US Equity,POLARIS INDS,"5,379,776,512",,New York,,Consumer Discretionary
THS US Equity,TREEHOUSE FOODS,"5,357,510,144",,New York,,Consumer Staples
FTR US Equity,FRONTIER COMMUNI,"5,349,203,968",,NASDAQ GS,,Telecommunication Services
GDDY US Equity,GODADDY INC-A,"5,342,748,672",,New York,,Information Technology
UTHR US Equity,UNITED THERAPEUT,"5,342,626,816",,NASDAQ GS,,Health Care
TTC US Equity,TORO CO,"5,326,819,840",,New York,,Industrials
AVT US Equity,AVNET INC,"5,326,434,304",,New York,,Information Technology
ENIC US Equity,ENERSIS CHILE SA,"5,321,656,320",,New York,,Utilities
AMH US Equity,AMERICAN HOMES-A,"5,320,538,112",,New York,,Real Estate
WRI US Equity,WEINGARTEN RLTY,"5,316,548,608",,New York,,Real Estate
BRO US Equity,BROWN & BROWN,"5,312,821,248",,New York,,Financials
WSO US Equity,WATSCO INC,"5,302,825,472",,New York,,Industrials
WSO/B US Equity,WATSCO INC -B,"5,302,825,472",,New York,,Industrials
BEAV US Equity,B/E AEROSPACE IN,"5,296,698,880",,NASDAQ GS,,Industrials
SUI US Equity,SUN COMMUNITIES,"5,290,668,032",,New York,,Real Estate
HIW US Equity,HIGHWOODS PROP,"5,278,690,816",,New York,,Real Estate
SON US Equity,SONOCO PRODUCTS,"5,273,476,608",,New York,,Materials
RS US Equity,RELIANCE STEEL,"5,259,138,560",,New York,,Materials
PACW US Equity,PACWEST BANCORP,"5,249,978,880",,NASDAQ GS,,Financials
NEU US Equity,NEWMARKET CORP,"5,234,971,648",,New York,,Materials
CASY US Equity,CASEY'S GENERAL,"5,224,031,232",,NASDAQ GS,,Consumer Staples
IM US Equity,INGRAM MICRO INC,"5,220,124,160",,New York,,Information Technology
SCI US Equity,SERVICE CORP INT,"5,212,520,448",,New York,,Consumer Discretionary
OPK US Equity,OPKO HEALTH,"5,195,027,456",,NASDAQ GS,,Health Care
KEYS US Equity,KEYSIGHT TEC,"5,172,881,408",,New York,,Information Technology
AXS US Equity,AXIS CAPITAL,"5,167,473,152",,New York,,Financials
TFSL US Equity,TFS FINANCIAL CO,"5,167,431,680",,NASDAQ GS,,Financials
ARCC US Equity,ARES CAPITAL COR,"5,145,705,984",,NASDAQ GS,,Financials
PNRA US Equity,PANERA BREAD-A,"5,137,412,096",,NASDAQ GS,,Consumer Discretionary
JBLU US Equity,JETBLUE AIRWAYS,"5,129,613,312",,NASDAQ GS,,Industrials
CHK US Equity,CHESAPEAKE ENERG,"5,127,909,888",,New York,,Energy
PSXP US Equity,PHILLIPS 66 PART,"5,124,598,272",,New York,,Energy
GNTX US Equity,GENTEX CORP,"5,122,085,376",,NASDAQ GS,,Consumer Discretionary
RGLD US Equity,ROYAL GOLD INC,"5,116,687,360",,NASDAQ GS,,Materials
TOL US Equity,TOLL BROTHERS,"5,094,696,960",,New York,,Consumer Discretionary
DCI US Equity,DONALDSON CO INC,"5,093,449,216",,New York,,Industrials
SERV US Equity,SERVICEMASTER GL,"5,089,586,176",,New York,,Consumer Discretionary
PBCT US Equity,PEOPLE'S UNITED,"5,082,164,736",,NASDAQ GS,,Financials
XRS US Equity,TAL EDUCATIO-ADR,"5,081,864,192",,New York,,Consumer Discretionary
EPR US Equity,EPR PROPERTIES,"5,063,387,648",,New York,,Real Estate
WCG US Equity,WELLCARE HEALTH,"5,058,970,624",,New York,,Health Care
ABMD US Equity,ABIOMED INC,"5,053,522,432",,NASDAQ GS,,Health Care
BUFF US Equity,BLUE BUFFALO PET,"5,052,153,856",,NASDAQ GS,,Consumer Staples
ORI US Equity,OLD REPUB INTL,"5,052,077,568",,New York,,Financials
CG US Equity,CARLYLE GROUP/TH,"5,050,369,024",,NASDAQ GS,,Financials
CUBE US Equity,CUBESMART,"5,048,871,936",,New York,,Real Estate
WFT US Equity,WEATHERFORD INTE,"5,036,371,968",,New York,,Energy
SMG US Equity,SCOTTS MIRACLE-A,"5,034,615,296",,New York,,Materials
MIK US Equity,MICHAELS COS INC,"5,023,839,232",,NASDAQ GS,,Consumer Discretionary
DNB US Equity,DUN & BRADSTREET,"5,022,701,568",,New York,,Industrials
LILAK US Equity,LIBERTY LILAC-C,"5,016,327,680",,NASDAQ GS,,Consumer Discretionary
LILA US Equity,LIBERTY LILAC-A,"5,016,327,680",,NASDAQ GS,,Consumer Discretionary
DLB US Equity,DOLBY LABORATO-A,"5,012,438,016",,New York,,Information Technology
RHI US Equity,ROBERT HALF INTL,"5,010,397,184",,New York,,Industrials
PTC US Equity,PTC INC,"5,007,486,464",,NASDAQ GS,,Information Technology
BMS US Equity,BEMIS CO,"5,003,578,368",,New York,,Materials
G US Equity,GENPACT LTD,"5,002,020,352",,New York,,Information Technology
ATR US Equity,APTARGROUP INC,"4,981,969,920",,New York,,Materials
RNR US Equity,RENAISSANCERE,"4,969,305,088",,New York,,Financials
HPT US Equity,HOSPITALITY PROP,"4,966,201,344",,NASDAQ GS,,Real Estate
MAN US Equity,MANPOWERGROUP IN,"4,958,949,376",,New York,,Industrials
CLB US Equity,CORE LABS NV,"4,954,019,840",,New York,,Energy
AN US Equity,AUTONATION INC,"4,938,054,656",,New York,,Consumer Discretionary
NFG US Equity,NATL FUEL GAS CO,"4,936,978,432",,New York,,Utilities
CBSH US Equity,COMMERCE BCSHS,"4,926,681,088",,NASDAQ GS,,Financials
CSAL US Equity,COMMUNICATION,"4,909,834,752",,NASDAQ GS,,Real Estate
AM US Equity,ANTERO MIDSTREAM,"4,888,894,976",,New York,,Energy
PNY US Equity,PIEDMONT NAT GAS,"4,883,318,784",,New York,,Utilities
TWLO US Equity,TWILIO INC - A,"4,872,907,264",,New York,,Information Technology
LAZ US Equity,LAZARD LTD-CL A,"4,870,672,896",,New York,,Financials
ATHN US Equity,ATHENAHEALTH INC,"4,863,248,384",,NASDAQ GS,,Health Care
TLLP US Equity,TESORO LOGISTICS,"4,837,688,320",,New York,,Energy
OZRK US Equity,BANK OZARKS,"4,803,153,408",,NASDAQ GS,,Financials
SMI US Equity,SEMICONDUCTOR-AD,"4,802,004,992",,New York,,Information Technology
TCO US Equity,TAUBMAN CENTERS,"4,780,793,856",,New York,,Real Estate
CRI US Equity,CARTER'S INC,"4,761,729,024",,New York,,Consumer Discretionary
HRB US Equity,H&R BLOCK INC,"4,743,373,312",,New York,,Consumer Discretionary
HHC US Equity,HOWARD HUGHE,"4,742,234,624",,New York,,Real Estate
ASR US Equity,GRUPO AEROPO-ADR,"4,736,099,840",,New York,,Industrials
EPC US Equity,EDGEWELL PERSONA,"4,727,861,248",,New York,,Consumer Staples
IGT US Equity,INTERNATIONAL GA,"4,724,310,528",,New York,,Consumer Discretionary
UMC US Equity,UNITED MICRO-ADR,"4,721,495,040",,New York,,Information Technology
FAF US Equity,FIRST AMERICAN F,"4,714,567,168",,New York,,Financials
ACM US Equity,AECOM,"4,712,271,872",,New York,,Industrials
MOMO US Equity,MOMO INC-ADR,"4,697,117,184",,NASDAQ GS,,Information Technology
IAC US Equity,IAC/INTERACTIVEC,"4,694,986,240",,NASDAQ GS,,Information Technology
HTA US Equity,HEALTHCARE TRU-A,"4,679,011,328",,New York,,Real Estate
MDU US Equity,MDU RES GROUP,"4,667,774,464",,New York,,Utilities
ALSN US Equity,ALLISON TRANSMIS,"4,662,623,232",,New York,,Industrials
GPK US Equity,GRAPHIC PACKAGIN,"4,655,882,240",,New York,,Materials
PDCO US Equity,PATTERSON COS,"4,651,254,272",,NASDAQ GS,,Health Care
WSM US Equity,WILLIAMS-SONOMA,"4,638,710,272",,New York,,Consumer Discretionary
IPGP US Equity,IPG PHOTONICS,"4,619,516,928",,NASDAQ GS,,Information Technology
MUR US Equity,MURPHY OIL CORP,"4,614,936,064",,New York,,Energy
QEP US Equity,QEP RESOURCES IN,"4,605,221,376",,New York,,Energy
NAVI US Equity,NAVIENT CORP,"4,590,638,080",,NASDAQ GS,,Financials
ON US Equity,ON SEMICONDUCTOR,"4,583,528,448",,NASDAQ GS,,Information Technology
TPX US Equity,TEMPUR SEALY INT,"4,576,112,128",,New York,,Consumer Discretionary
CFR US Equity,CULLEN/FROST,"4,572,347,392",,New York,,Financials
GWRE US Equity,GUIDEWIRE SOFTWA,"4,569,661,952",,New York,,Information Technology
EV US Equity,EATON VANCE CORP,"4,569,509,376",,New York,,Financials
BOKF US Equity,BOK FINL CORP,"4,566,511,616",,NASDAQ GS,,Financials
SPIL US Equity,SILICONWARE-ADR,"4,562,352,640",,NASDAQ GS,,Information Technology
OA US Equity,ORBITAL ATK INC,"4,560,430,592",,New York,,Industrials
MSM US Equity,MSC INDL DIRECT,"4,558,481,920",,New York,,Industrials
STOR US Equity,STORE CAPITAL,"4,542,533,120",,New York,,Real Estate
MSCC US Equity,MICROSEMI CORP,"4,539,973,120",,NASDAQ GS,,Information Technology
BAH US Equity,BOOZ ALLEN HAMIL,"4,539,752,448",,New York,,Information Technology
GFI US Equity,GOLD FIELDS-ADR,"4,534,860,288",,New York,,Materials
AFSI US Equity,AMTRUST FIN SERV,"4,534,674,432",,NASDAQ GS,,Financials
CNK US Equity,CINEMARK HOLDING,"4,532,578,304",,New York,,Consumer Discretionary
DNKN US Equity,DUNKIN' BRANDS G,"4,527,545,344",,NASDAQ GS,,Consumer Discretionary
PINC US Equity,PREMIER INC-CL A,"4,522,074,112",,NASDAQ GS,,Health Care
